CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NO2(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),RH,AH,NOx(GT)
1.8,1189.0,11.0,1014.0,109.0,641.0,1553.0,1249.0,55.8,1.5218,180.0
1.8,1226.0,11.4,1029.0,109.0,620.0,1570.0,1265.0,62.4,1.4758,180.0
1.8,1171.0,9.9,972.0,109.0,650.0,1529.0,1181.0,64.2,1.5063,180.0
1.8,1002.0,5.0,762.0,109.0,814.0,1385.0,954.0,60.6,1.5236,180.0
1.8,950.0,3.7,696.0,109.0,894.0,1375.0,875.0,66.3,1.5657,180.0
1.8,930.0,3.1,660.0,109.0,925.0,1321.0,838.0,62.2,1.5182,180.0
1.8,924.0,2.9,643.0,109.0,948.0,1329.0,825.0,66.1,1.5198,180.0
1.8,994.0,4.4,732.0,109.0,852.0,1400.0,882.0,67.1,1.5305,180.0
1.8,1089.0,7.4,873.0,109.0,741.0,1479.0,990.0,64.4,1.4967,180.0
1.8,1468.0,19.4,1280.0,109.0,518.0,1899.0,1423.0,66.4,1.5035,180.0
1.8,1696.0,37.1,1711.0,109.0,383.0,2464.0,1823.0,62.4,1.5226,180.0
1.8,1479.0,22.2,1357.0,109.0,491.0,1937.0,1581.0,57.0,1.5314,180.0
1.8,1425.0,18.5,1255.0,109.0,516.0,1864.0,1500.0,53.4,1.5241,180.0
1.8,1279.0,14.0,1116.0,109.0,587.0,1668.0,1268.0,48.2,1.4802,180.0
1.8,1319.0,15.5,1165.0,109.0,571.0,1743.0,1230.0,40.9,1.4405,180.0
1.8,1329.0,15.7,1172.0,109.0,561.0,1739.0,1204.0,44.2,1.4576,180.0
1.8,1327.0,15.7,1172.0,109.0,566.0,1747.0,1205.0,41.8,1.4555,180.0
1.8,1282.0,12.7,1075.0,109.0,605.0,1651.0,1103.0,40.7,1.4481,180.0
2.9,1342.0,15.3,1157.0,87.0,572.0,1707.0,1195.0,37.6,1.4468,267.0
5.4,1623.0,28.8,1522.0,111.0,447.0,2110.0,1618.0,38.5,1.4369999999999998,398.0
5.3,1576.0,26.1,1458.0,119.0,463.0,2024.0,1637.0,45.8,1.4464,418.0
6.7,1747.0,37.1,1709.0,128.0,399.0,2370.0,1876.0,50.6,1.4892,515.0
7.0,1757.0,35.7,1680.0,117.0,396.0,2280.0,1959.0,54.7,1.5296,669.0
2.8,1331.0,16.5,1194.0,92.0,559.0,1715.0,1477.0,57.1,1.5219,326.0
1.7,1182.0,11.0,1016.0,73.0,658.0,1572.0,1210.0,58.2,1.5036,209.0
1.7,1162.0,10.8,1008.0,60.0,658.0,1556.0,1160.0,61.3,1.4923,183.0
1.7,1147.0,9.6,964.0,60.0,668.0,1517.0,1116.0,62.0,1.4827,165.0
1.2,1040.0,6.5,836.0,53.0,762.0,1423.0,974.0,62.5,1.472,111.0
0.7,920.0,3.6,688.0,47.0,920.0,1317.0,820.0,62.1,1.4771,67.0
0.7,931.0,3.3,670.0,109.0,931.0,1326.0,792.0,68.5,1.4586,180.0
0.8,954.0,4.4,731.0,43.0,865.0,1360.0,839.0,70.3,1.4498,88.0
0.9,981.0,5.5,790.0,47.0,817.0,1390.0,898.0,70.1,1.4552,147.0
1.7,1147.0,10.8,1009.0,50.0,653.0,1589.0,1096.0,70.0,1.4519,279.0
5.7,1606.0,31.2,1578.0,81.0,440.0,2205.0,1786.0,66.5,1.4801,665.0
4.3,1490.0,24.8,1424.0,75.0,465.0,2033.0,1604.0,66.9,1.4999,592.0
3.9,1473.0,24.2,1409.0,87.0,483.0,1984.0,1637.0,61.1,1.5056,557.0
5.1,1582.0,29.5,1539.0,128.0,435.0,2141.0,1827.0,54.7,1.5349,693.0
3.7,1468.0,21.0,1323.0,105.0,496.0,1913.0,1641.0,52.5,1.5807,530.0
3.3,1413.0,19.6,1285.0,101.0,518.0,1883.0,1505.0,45.8,1.5530000000000002,412.0
3.6,1400.0,21.2,1331.0,100.0,520.0,1916.0,1465.0,39.2,1.4356,366.0
3.2,1361.0,18.0,1238.0,98.0,548.0,1805.0,1368.0,39.6,1.4738,344.0
3.5,1389.0,20.5,1311.0,98.0,525.0,1845.0,1748.0,38.4,1.486,339.0
2.4,1305.0,15.6,1167.0,98.0,586.0,1690.0,1301.0,39.4,1.5147,297.0
2.9,1354.0,19.2,1275.0,90.0,543.0,1799.0,1338.0,39.8,1.5191,294.0
2.3,1352.0,20.0,1296.0,84.0,534.0,1846.0,1337.0,45.9,1.5572,211.0
3.1,1472.0,21.1,1327.0,101.0,497.0,1895.0,1516.0,49.5,1.5665,323.0
2.9,1412.0,18.6,1256.0,98.0,525.0,1797.0,1435.0,50.9,1.5856,333.0
1.5,1221.0,12.3,1061.0,76.0,619.0,1615.0,1178.0,52.2,1.5951,163.0
1.5,1230.0,10.3,990.0,71.0,652.0,1559.0,1111.0,54.4,1.6049,151.0
1.7,1247.0,9.6,961.0,71.0,666.0,1569.0,1112.0,56.1,1.6298,167.0
1.6,1217.0,9.9,975.0,66.0,665.0,1565.0,1109.0,60.6,1.608,174.0
1.3,1158.0,8.6,923.0,62.0,673.0,1519.0,1072.0,61.5,1.5967,142.0
1.4,1150.0,7.3,871.0,58.0,697.0,1502.0,1030.0,64.5,1.594,155.0
0.9,1061.0,5.4,785.0,109.0,766.0,1447.0,935.0,64.4,1.5828,180.0
0.9,1062.0,5.1,770.0,48.0,780.0,1450.0,922.0,63.9,1.5951,96.0
1.3,1157.0,7.8,890.0,53.0,681.0,1549.0,1054.0,66.7,1.6201,154.0
1.3,1167.0,8.2,907.0,55.0,681.0,1548.0,1082.0,67.5,1.621,211.0
2.9,1403.0,17.6,1229.0,63.0,523.0,1872.0,1365.0,66.3,1.6165,381.0
3.2,1453.0,20.1,1298.0,69.0,489.0,1940.0,1497.0,63.7,1.6186,470.0
3.4,1455.0,18.7,1260.0,84.0,502.0,1868.0,1540.0,56.0,1.6238,464.0
3.6,1512.0,19.5,1282.0,95.0,498.0,1899.0,1554.0,48.2,1.598,450.0
2.3,1331.0,13.0,1082.0,80.0,588.0,1689.0,1252.0,42.4,1.6286,274.0
3.1,1472.0,18.2,1246.0,87.0,512.0,1873.0,1455.0,45.3,1.6957,306.0
3.3,1430.0,16.2,1187.0,94.0,539.0,1812.0,1339.0,43.9,1.7309,308.0
1.9,1264.0,11.0,1016.0,76.0,624.0,1650.0,1062.0,44.3,1.7392,186.0
2.6,1378.0,15.9,1177.0,92.0,548.0,1775.0,1266.0,42.3,1.7248,238.0
2.7,1377.0,14.2,1123.0,94.0,578.0,1716.0,1223.0,42.9,1.7308,249.0
3.7,1527.0,19.9,1293.0,110.0,502.0,1907.0,1469.0,45.1,1.7468,378.0
3.8,1573.0,21.7,1343.0,109.0,470.0,1990.0,1553.0,51.2,1.7928,386.0
4.8,1674.0,25.7,1447.0,122.0,448.0,2065.0,1689.0,52.7,1.7966,461.0
3.5,1455.0,17.3,1218.0,107.0,535.0,1796.0,1387.0,51.7,1.7334,394.0
2.2,1242.0,11.2,1022.0,83.0,630.0,1641.0,1139.0,56.4,1.7447,266.0
1.5,1181.0,8.9,935.0,62.0,701.0,1565.0,960.0,56.0,1.7367,158.0
3.4,1468.0,15.2,1155.0,89.0,565.0,1738.0,1293.0,57.5,1.7433,319.0
3.7,1520.0,17.2,1217.0,103.0,552.0,1812.0,1357.0,56.9,1.7438,409.0
2.0,1203.0,11.9,1046.0,74.0,621.0,1664.0,1103.0,59.2,1.7327,223.0
1.4,1096.0,8.1,903.0,52.0,732.0,1560.0,857.0,60.2,1.7515,107.0
1.1,991.0,4.9,759.0,109.0,845.0,1440.0,658.0,61.3,1.7538,180.0
1.8,941.0,3.6,686.0,38.0,942.0,1406.0,549.0,64.0,1.7507,50.0
0.7,952.0,3.7,695.0,39.0,910.0,1429.0,627.0,65.6,1.7355,56.0
1.2,1082.0,6.3,825.0,59.0,753.0,1526.0,930.0,69.1,1.7275,163.0
1.3,1095.0,7.7,886.0,56.0,705.0,1574.0,1001.0,68.2,1.7127,187.0
1.1,1049.0,6.3,826.0,51.0,765.0,1521.0,917.0,65.2,1.7256,150.0
1.0,1055.0,5.6,795.0,51.0,807.0,1494.0,834.0,59.0,1.7449,103.0
1.2,1074.0,5.1,767.0,58.0,814.0,1489.0,796.0,61.6,1.8468,143.0
1.9,1229.0,9.0,941.0,68.0,680.0,1653.0,1040.0,59.6,1.8351,220.0
2.3,1228.0,9.3,952.0,81.0,668.0,1622.0,1110.0,58.8,1.7838,301.0
1.6,1107.0,5.9,807.0,73.0,768.0,1546.0,836.0,76.8,1.8881,214.0
1.3,1031.0,4.4,732.0,69.0,872.0,1476.0,704.0,78.0,1.7879,162.0
1.8,1155.0,5.8,804.0,81.0,815.0,1510.0,773.0,80.5,1.7917,232.0
1.7,1131.0,6.6,841.0,82.0,784.0,1531.0,811.0,79.1,1.7877,254.0
1.8,1143.0,7.8,890.0,71.0,744.0,1578.0,848.0,73.1,1.7695,224.0
2.0,1145.0,8.4,915.0,81.0,733.0,1586.0,892.0,68.6,1.7014,247.0
2.2,1169.0,8.3,910.0,87.0,726.0,1563.0,992.0,68.3,1.6914,334.0
1.6,1105.0,8.1,905.0,72.0,734.0,1576.0,950.0,67.7,1.6848,239.0
1.3,1049.0,6.1,817.0,63.0,806.0,1517.0,882.0,68.6,1.6719,168.0
1.5,1069.0,6.7,844.0,63.0,767.0,1527.0,883.0,68.1,1.6585,185.0
1.5,1073.0,6.6,838.0,63.0,768.0,1549.0,892.0,68.4,1.6507,178.0
1.3,1039.0,6.1,817.0,55.0,799.0,1502.0,836.0,70.5,1.6384,132.0
1.4,1021.0,6.0,811.0,52.0,794.0,1502.0,837.0,67.9,1.5901,135.0
0.5,825.0,1.4,536.0,32.0,1203.0,1302.0,498.0,70.4,1.5663,39.0
0.4,828.0,1.7,558.0,109.0,1166.0,1304.0,494.0,73.8,1.5885,180.0
0.4,847.0,1.9,576.0,29.0,1139.0,1321.0,507.0,77.7,1.5795,33.0
0.6,903.0,3.4,679.0,44.0,956.0,1385.0,660.0,76.9,1.5945,90.0
1.1,1041.0,7.2,865.0,53.0,757.0,1486.0,902.0,74.9,1.5918,164.0
2.9,1314.0,19.0,1267.0,62.0,559.0,1888.0,1240.0,70.3,1.5821,336.0
3.5,1326.0,24.5,1416.0,68.0,499.0,1971.0,1395.0,66.6,1.5567,366.0
4.6,1464.0,25.6,1444.0,85.0,475.0,2049.0,1625.0,68.9,1.5638,565.0
3.4,1313.0,17.1,1213.0,88.0,564.0,1789.0,1359.0,73.4,1.6192,536.0
2.3,1202.0,12.3,1058.0,82.0,647.0,1623.0,1152.0,69.6,1.607,416.0
2.7,1225.0,15.2,1155.0,91.0,607.0,1738.0,1159.0,64.0,1.5795,379.0
3.1,1257.0,18.3,1248.0,87.0,557.0,1837.0,1179.0,67.4,1.5832,368.0
3.2,1271.0,17.2,1217.0,90.0,566.0,1810.0,1227.0,68.9,1.6074,444.0
2.5,1179.0,14.1,1120.0,97.0,634.0,1667.0,1119.0,57.6,1.4942,352.0
3.4,1278.0,18.3,1248.0,99.0,574.0,1814.0,1243.0,52.0,1.4642,375.0
4.8,1435.0,25.0,1429.0,109.0,499.0,2072.0,1449.0,59.1,1.5115,479.0
4.5,1326.0,22.2,1356.0,95.0,525.0,1966.0,1405.0,61.4,1.4898,448.0
4.0,1324.0,21.4,1335.0,80.0,537.0,1920.0,1444.0,64.2,1.4711,388.0
3.2,1206.0,16.2,1185.0,76.0,592.0,1751.0,1386.0,65.1,1.4769,376.0
1.9,1052.0,10.3,987.0,62.0,700.0,1556.0,1102.0,63.3,1.4672,224.0
1.9,1057.0,8.9,934.0,57.0,743.0,1525.0,1041.0,66.1,1.4415,206.0
1.3,952.0,6.5,833.0,57.0,846.0,1381.0,881.0,60.9,1.3032,143.0
1.1,911.0,5.1,769.0,54.0,919.0,1340.0,791.0,60.7,1.311,113.0
1.0,898.0,4.6,742.0,50.0,915.0,1345.0,796.0,65.2,1.3430000000000002,93.0
0.5,809.0,2.1,593.0,44.0,1134.0,1277.0,647.0,65.1,1.3529,58.0
0.6,823.0,2.4,616.0,109.0,1072.0,1300.0,716.0,66.9,1.3952,180.0
0.5,814.0,3.2,666.0,34.0,1029.0,1311.0,719.0,67.5,1.3674,56.0
0.8,857.0,3.9,705.0,44.0,982.0,1312.0,733.0,66.7,1.2772,105.0
1.2,935.0,6.0,810.0,74.0,881.0,1356.0,835.0,60.6,1.2276,243.0
2.7,1159.0,13.8,1110.0,101.0,671.0,1650.0,1094.0,60.8,1.2151,492.0
3.0,1102.0,14.8,1141.0,103.0,648.0,1594.0,1114.0,57.8,1.1751,435.0
1.8,979.0,8.4,917.0,109.0,795.0,1398.0,903.0,56.4,1.1645,180.0
1.8,998.0,9.0,941.0,109.0,785.0,1442.0,914.0,55.9,1.1547,180.0
1.8,962.0,8.3,911.0,109.0,793.0,1380.0,872.0,49.1,1.1148,180.0
1.8,985.0,9.5,957.0,109.0,773.0,1426.0,860.0,45.8,1.1126,180.0
1.8,1043.0,12.1,1053.0,109.0,707.0,1514.0,959.0,46.0,1.1,180.0
1.8,929.0,7.4,875.0,109.0,826.0,1365.0,814.0,50.6,1.0927,180.0
1.8,946.0,8.0,898.0,109.0,816.0,1377.0,827.0,51.6,1.0832,180.0
1.8,955.0,7.9,894.0,109.0,818.0,1366.0,804.0,52.6,1.0711,180.0
1.8,1004.0,10.9,1012.0,109.0,730.0,1460.0,906.0,54.2,1.0503,180.0
1.8,1037.0,12.1,1053.0,109.0,708.0,1480.0,958.0,56.2,1.0455,180.0
1.8,1066.0,14.7,1140.0,109.0,670.0,1577.0,1032.0,54.1,1.0212,180.0
1.8,890.0,6.0,813.0,109.0,898.0,1274.0,772.0,57.7,1.0008,180.0
1.8,843.0,4.3,729.0,109.0,990.0,1219.0,618.0,57.1,0.9971,180.0
1.8,834.0,4.1,716.0,109.0,997.0,1205.0,614.0,55.9,0.985,180.0
1.8,809.0,3.1,659.0,109.0,1074.0,1161.0,550.0,58.4,0.9777,180.0
1.8,786.0,2.2,600.0,109.0,1164.0,1132.0,511.0,57.9,0.9662,180.0
1.8,747.0,1.5,543.0,109.0,1276.0,1100.0,469.0,57.6,0.9517,180.0
1.8,723.0,0.9,485.0,109.0,1419.0,1065.0,425.0,57.1,0.9428,180.0
1.8,704.0,0.5,444.0,109.0,1558.0,1050.0,394.0,57.6,0.9416,180.0
1.8,709.0,0.6,449.0,109.0,1590.0,1055.0,392.0,57.4,0.9413,180.0
1.8,726.0,0.7,466.0,109.0,1485.0,1066.0,408.0,58.4,0.9501,180.0
1.8,798.0,2.2,599.0,109.0,1205.0,1141.0,517.0,57.4,0.9564,180.0
1.8,925.0,5.8,800.0,109.0,908.0,1272.0,750.0,58.1,0.9404,180.0
1.8,906.0,5.9,809.0,109.0,878.0,1272.0,787.0,58.3,0.9294,180.0
1.5,896.0,5.9,809.0,78.0,882.0,1257.0,788.0,53.2,0.9246,286.0
1.2,882.0,5.3,776.0,72.0,932.0,1222.0,760.0,49.9,0.9289,281.0
1.8,948.0,6.9,853.0,109.0,859.0,1283.0,839.0,47.6,0.9387,180.0
1.8,945.0,7.7,886.0,109.0,818.0,1307.0,827.0,46.1,0.9401,180.0
1.8,942.0,7.3,871.0,109.0,832.0,1314.0,765.0,46.5,0.9474,180.0
1.8,943.0,7.2,864.0,109.0,831.0,1297.0,814.0,48.3,0.955,180.0
1.8,894.0,6.0,810.0,109.0,892.0,1258.0,737.0,52.6,0.9489,180.0
1.8,984.0,8.3,910.0,109.0,795.0,1348.0,875.0,58.7,1.0154,180.0
1.8,1044.0,11.2,1022.0,109.0,726.0,1454.0,983.0,55.9,0.9572,180.0
1.8,981.0,10.1,983.0,109.0,759.0,1370.0,942.0,56.3,0.9459,180.0
1.8,1021.0,10.6,1001.0,109.0,731.0,1415.0,971.0,57.8,0.9626,180.0
1.8,943.0,7.2,867.0,109.0,834.0,1314.0,891.0,57.3,0.9603,180.0
1.8,863.0,4.4,732.0,109.0,970.0,1207.0,724.0,57.1,0.9581,180.0
1.8,847.0,3.8,698.0,109.0,1013.0,1174.0,719.0,55.5,0.9521,180.0
1.8,859.0,3.8,698.0,109.0,1015.0,1189.0,705.0,55.4,0.9564,180.0
1.8,861.0,4.0,712.0,109.0,1004.0,1197.0,718.0,56.9,0.9673,180.0
1.8,786.0,2.2,602.0,109.0,1146.0,1123.0,584.0,56.4,0.9554,180.0
1.8,740.0,1.1,506.0,109.0,1333.0,1074.0,469.0,56.4,0.9474,180.0
1.8,730.0,0.8,483.0,109.0,1434.0,1065.0,438.0,54.7,0.9394,180.0
1.8,728.0,0.8,475.0,109.0,1436.0,1061.0,432.0,55.4,0.9439,180.0
1.8,755.0,1.2,517.0,109.0,1325.0,1091.0,487.0,56.8,0.9541,180.0
1.8,854.0,3.2,663.0,109.0,1080.0,1189.0,655.0,55.9,0.9589,180.0
1.8,1079.0,10.2,985.0,109.0,758.0,1465.0,1009.0,56.3,0.9684,180.0
1.8,1097.0,13.6,1103.0,109.0,659.0,1520.0,1113.0,55.4,0.9725,180.0
1.8,1024.0,9.9,976.0,109.0,747.0,1386.0,1030.0,53.3,0.9809,180.0
1.8,990.0,9.1,942.0,109.0,776.0,1359.0,986.0,42.2,0.9964,180.0
1.8,1013.0,8.0,901.0,109.0,788.0,1369.0,975.0,39.4,1.0234,180.0
1.8,1051.0,9.7,968.0,109.0,746.0,1442.0,984.0,41.2,1.0399,180.0
1.8,1052.0,9.7,966.0,109.0,726.0,1446.0,982.0,41.4,1.097,180.0
1.8,1141.0,12.0,1049.0,109.0,675.0,1530.0,1117.0,46.8,1.1508,180.0
1.8,1130.0,11.3,1024.0,109.0,679.0,1537.0,1177.0,44.9,1.1635,180.0
1.8,1099.0,10.4,993.0,109.0,711.0,1507.0,1129.0,46.7,1.1837,180.0
1.8,1182.0,12.4,1064.0,109.0,653.0,1616.0,1217.0,56.6,1.2811,180.0
1.8,1211.0,14.6,1135.0,109.0,615.0,1682.0,1234.0,60.8,1.3036,180.0
1.8,1340.0,21.0,1324.0,109.0,537.0,1907.0,1412.0,59.6,1.3195,180.0
1.8,1299.0,17.9,1237.0,109.0,553.0,1804.0,1350.0,69.2,1.3803,180.0
1.8,1046.0,7.3,872.0,109.0,769.0,1479.0,968.0,77.1,1.4243,180.0
1.8,949.0,4.8,754.0,109.0,884.0,1393.0,759.0,77.3,1.4491,180.0
1.8,966.0,4.8,756.0,109.0,908.0,1363.0,741.0,78.1,1.4039,180.0
1.8,1062.0,7.7,887.0,109.0,770.0,1473.0,866.0,82.3,1.4009,180.0
1.8,934.0,4.3,730.0,109.0,906.0,1345.0,757.0,83.8,1.4005,180.0
1.8,862.0,3.0,649.0,109.0,1046.0,1289.0,675.0,84.6,1.3794,180.0
1.8,823.0,2.1,590.0,109.0,1125.0,1241.0,624.0,77.6,1.3792,180.0
1.8,839.0,2.3,604.0,109.0,1097.0,1259.0,605.0,79.4,1.3605,180.0
1.8,879.0,3.5,681.0,109.0,992.0,1312.0,703.0,81.9,1.3735,180.0
1.8,1095.0,10.0,977.0,109.0,725.0,1562.0,998.0,82.9,1.3706,180.0
1.8,1359.0,20.5,1311.0,109.0,544.0,1878.0,1311.0,80.4,1.3428,180.0
1.8,1354.0,22.2,1358.0,109.0,519.0,1942.0,1403.0,77.1,1.3527,180.0
1.8,1420.0,24.1,1405.0,109.0,501.0,1941.0,1573.0,70.9,1.3876,180.0
1.8,1265.0,17.4,1221.0,109.0,578.0,1760.0,1354.0,51.3,1.3543,180.0
1.8,1146.0,14.2,1122.0,109.0,639.0,1659.0,1131.0,43.9,1.3184,180.0
1.8,1150.0,15.0,1149.0,109.0,620.0,1676.0,1113.0,47.6,1.2989,180.0
1.8,1282.0,18.3,1247.0,109.0,560.0,1861.0,1258.0,61.5,1.4673,180.0
1.8,1067.0,13.0,1085.0,109.0,684.0,1548.0,985.0,40.4,1.1421,180.0
1.8,1185.0,18.1,1243.0,109.0,603.0,1689.0,1197.0,39.9,1.1172,180.0
1.8,1312.0,23.1,1381.0,109.0,540.0,1881.0,1402.0,44.5,1.129,180.0
1.8,1319.0,24.9,1426.0,109.0,509.0,1938.0,1491.0,48.5,1.1878,180.0
1.8,1255.0,21.7,1342.0,109.0,539.0,1875.0,1396.0,53.1,1.216,180.0
1.8,1123.0,14.1,1119.0,109.0,648.0,1593.0,1198.0,53.6,1.2477,180.0
1.8,1126.0,11.9,1045.0,109.0,689.0,1523.0,1166.0,56.0,1.2623,180.0
1.8,924.0,5.1,766.0,109.0,902.0,1357.0,752.0,60.4,1.2817,180.0
1.8,982.0,6.8,849.0,109.0,853.0,1390.0,717.0,78.3,1.288,180.0
1.8,936.0,4.8,756.0,109.0,939.0,1311.0,693.0,70.5,1.2921,180.0
1.8,1069.0,7.2,865.0,109.0,825.0,1394.0,816.0,83.8,1.3459999999999999,180.0
1.8,967.0,5.4,785.0,109.0,879.0,1326.0,766.0,81.3,1.3399,180.0
1.8,869.0,3.0,649.0,109.0,1033.0,1249.0,631.0,80.7,1.3414,180.0
1.8,916.0,3.7,692.0,109.0,986.0,1287.0,683.0,82.1,1.3493,180.0
1.8,886.0,3.6,686.0,109.0,970.0,1278.0,654.0,78.4,1.3333,180.0
1.8,926.0,4.7,747.0,109.0,902.0,1325.0,759.0,80.5,1.3221,180.0
1.8,971.0,6.9,851.0,109.0,808.0,1389.0,876.0,79.0,1.3082,180.0
1.8,1029.0,7.7,886.0,109.0,807.0,1446.0,926.0,74.8,1.2672,180.0
1.8,1124.0,12.2,1057.0,109.0,667.0,1569.0,1091.0,70.4,1.2658,180.0
1.8,1063.0,9.6,964.0,109.0,729.0,1454.0,1045.0,62.3,1.2282,180.0
1.8,1028.0,9.6,961.0,109.0,756.0,1413.0,928.0,42.9,1.0727,180.0
1.8,944.0,8.3,910.0,109.0,828.0,1342.0,777.0,38.9,1.0154,180.0
1.8,913.0,7.0,857.0,109.0,892.0,1275.0,640.0,41.3,0.9745,180.0
1.8,966.0,8.2,906.0,109.0,819.0,1354.0,741.0,45.6,1.0663,180.0
1.8,833.0,4.5,737.0,109.0,1021.0,1162.0,483.0,37.4,0.9107,180.0
1.8,891.0,5.5,789.0,109.0,960.0,1234.0,522.0,35.9,0.9164,180.0
1.8,995.0,8.7,927.0,109.0,825.0,1320.0,718.0,35.7,0.9329,180.0
1.8,1038.0,8.7,929.0,109.0,816.0,1332.0,798.0,42.0,0.9665,180.0
1.8,1146.0,14.0,1118.0,109.0,695.0,1534.0,1174.0,46.3,1.0158,180.0
1.8,1059.0,9.5,958.0,109.0,787.0,1417.0,891.0,56.9,1.1545,180.0
1.8,1065.0,7.9,893.0,109.0,819.0,1397.0,799.0,75.5,1.2554,180.0
1.8,1013.0,6.2,822.0,109.0,855.0,1377.0,855.0,78.9,1.3409,180.0
1.8,942.0,4.0,712.0,109.0,979.0,1303.0,734.0,66.7,1.2987,180.0
1.8,925.0,4.4,735.0,109.0,960.0,1284.0,691.0,73.2,1.2755,180.0
1.8,871.0,2.6,628.0,109.0,1118.0,1228.0,557.0,68.5,1.2753,180.0
1.8,864.0,2.7,633.0,109.0,1097.0,1259.0,523.0,70.3,1.3031,180.0
1.8,929.0,3.8,698.0,109.0,991.0,1307.0,610.0,78.1,1.3557,180.0
1.8,912.0,3.6,690.0,109.0,984.0,1309.0,574.0,75.5,1.3436,180.0
1.8,817.0,2.2,602.0,109.0,1120.0,1227.0,470.0,69.5,1.2549,180.0
1.8,786.0,1.7,558.0,109.0,1217.0,1179.0,434.0,71.0,1.2032,180.0
1.8,827.0,2.1,595.0,109.0,1208.0,1214.0,507.0,75.2,1.1884,180.0
1.8,789.0,2.3,604.0,109.0,1181.0,1171.0,467.0,62.1,1.1103,180.0
1.8,875.0,4.8,754.0,109.0,961.0,1296.0,591.0,61.0,1.0911,180.0
1.8,959.0,5.6,792.0,109.0,913.0,1315.0,717.0,58.7,1.1332,180.0
1.8,969.0,6.8,850.0,109.0,846.0,1351.0,774.0,51.9,1.1404,180.0
1.8,947.0,6.2,821.0,109.0,900.0,1302.0,697.0,42.6,1.0798,180.0
1.8,960.0,6.8,848.0,109.0,866.0,1305.0,701.0,39.9,1.0156,180.0
1.8,1017.0,11.1,1020.0,109.0,744.0,1478.0,752.0,40.4,1.0309,180.0
1.8,979.0,12.2,1057.0,109.0,701.0,1473.0,760.0,37.3,0.9768,180.0
1.8,843.0,4.7,748.0,109.0,999.0,1179.0,505.0,35.2,0.9253,180.0
1.8,877.0,5.1,769.0,109.0,962.0,1212.0,529.0,36.0,0.9621,180.0
1.8,1053.0,12.7,1072.0,109.0,733.0,1495.0,832.0,40.3,0.9866,180.0
1.8,1047.0,11.6,1037.0,109.0,749.0,1429.0,904.0,41.5,0.9489,180.0
1.8,1105.0,12.7,1074.0,109.0,712.0,1457.0,1050.0,46.0,0.9538,180.0
1.8,1008.0,9.7,968.0,109.0,783.0,1348.0,1000.0,50.3,0.9837,180.0
1.8,975.0,7.8,891.0,109.0,814.0,1361.0,911.0,57.6,1.0271,180.0
1.8,954.0,6.8,850.0,109.0,840.0,1321.0,858.0,59.7,1.0413,180.0
1.8,987.0,8.1,904.0,109.0,808.0,1344.0,903.0,60.6,1.0574,180.0
1.8,880.0,5.4,784.0,109.0,922.0,1252.0,781.0,59.9,1.0676,180.0
1.8,856.0,4.4,732.0,109.0,988.0,1247.0,714.0,64.3,1.073,180.0
1.8,788.0,2.4,614.0,109.0,1116.0,1177.0,625.0,64.7,1.0788,180.0
1.8,760.0,1.6,555.0,109.0,1226.0,1158.0,568.0,67.6,1.0581,180.0
1.8,777.0,1.8,570.0,109.0,1191.0,1167.0,616.0,65.0,1.0672,180.0
1.8,825.0,3.1,661.0,109.0,1074.0,1207.0,710.0,67.4,1.0703,180.0
1.8,1011.0,9.2,947.0,109.0,759.0,1425.0,953.0,73.6,1.0699,180.0
1.8,1237.0,20.8,1319.0,109.0,576.0,1741.0,1271.0,70.4,1.0711,180.0
1.8,1298.0,26.8,1473.0,109.0,514.0,1884.0,1447.0,65.8,1.0773,180.0
1.8,1153.0,17.7,1230.0,109.0,616.0,1565.0,1296.0,57.8,1.0947,180.0
1.8,1101.0,14.2,1124.0,109.0,646.0,1521.0,1217.0,49.3,1.1199,180.0
1.8,1215.0,16.8,1203.0,109.0,599.0,1664.0,1341.0,47.2,1.1659,180.0
1.8,1163.0,16.0,1179.0,109.0,608.0,1641.0,1180.0,43.2,1.1427,180.0
1.8,1285.0,19.9,1293.0,109.0,549.0,1797.0,1365.0,47.2,1.1927,180.0
1.8,1288.0,18.5,1253.0,109.0,537.0,1763.0,1410.0,55.4,1.2702,180.0
1.8,1362.0,21.4,1334.0,109.0,512.0,1862.0,1529.0,54.0,1.2744,180.0
1.8,1405.0,22.8,1372.0,109.0,497.0,1883.0,1573.0,56.5,1.3051,180.0
1.8,1610.0,36.5,1697.0,109.0,407.0,2287.0,1810.0,57.8,1.3138,180.0
1.8,1612.0,38.8,1745.0,109.0,398.0,2357.0,1834.0,59.0,1.3077,180.0
1.8,1520.0,32.3,1604.0,109.0,436.0,2161.0,1672.0,60.3,1.2706,180.0
1.8,1489.0,29.3,1534.0,109.0,444.0,2080.0,1686.0,66.3,1.341,180.0
1.8,1181.0,14.2,1124.0,109.0,597.0,1606.0,1302.0,65.9,1.3175,180.0
1.8,995.0,8.0,898.0,109.0,761.0,1409.0,1023.0,63.5,1.2622,180.0
1.8,998.0,7.4,875.0,109.0,779.0,1380.0,992.0,67.2,1.2491,180.0
1.8,984.0,7.2,864.0,109.0,788.0,1371.0,960.0,69.1,1.2590000000000001,180.0
1.8,1022.0,8.0,898.0,109.0,746.0,1414.0,955.0,74.7,1.2564,180.0
